step,episode_index,episode_return,episode_length,fps,model_loss,recon_loss,reward_loss,continue_loss,kl_loss,dynamics_kl_loss,representation_kl_loss,actor_loss,value_loss,repval_loss,slowreg_loss,imagined_return,value_pred,return_norm_mean,return_norm_std,adv_norm_mean,adv_norm_std,entropy,num_updates,train_budget
4400.0,8.0,3.0,400.0,4.7721738688240585,1.6809632778167725,0.0008951451745815575,0.5799800157546997,8.80582447280176e-05,1.0,1.0,1.0,9.42038631439209,4.0288286209106445,3.963958740234375,0.006748543120920658,12.65878963470459,12.740802764892578,12.399212781334985,0.2722953629258958,0.1438465183753974,0.2794958128252594,2.602311134338379,1.0,0.0
4500.0,8.0,3.0,500.0,4.740944099515083,1.7927615642547607,0.0008246582583524287,0.6589137315750122,0.033023130148649216,1.0,1.0,1.0,6.43486213684082,4.007953643798828,4.10491943359375,0.014109865762293339,12.4192533493042,12.508186340332031,12.542091434671926,0.2477261108354367,0.04052284221086695,0.24119762934261813,2.6754751205444336,1.0,0.0
4600.0,9.0,8.0,100.0,4.704563820888216,1.556309700012207,0.0007901780772954226,0.45545563101768494,6.383282016031444e-05,1.0,1.0,1.0,17.075672149658203,3.5586535930633545,3.2427196502685547,0.013681817799806595,11.972436904907227,12.286955833435059,12.47081930933453,0.26070624915788454,-0.01586519033458435,0.23778839595071924,2.5647261142730713,1.0,0.0
4800.0,9.0,8.0,300.0,4.6532395290837165,1.410919189453125,0.000662492704577744,0.3101370632648468,0.00011965261364821345,1.0,1.0,1.0,29.831714630126953,3.972790479660034,3.333235263824463,0.0033167602960020304,11.336725234985352,11.82232666015625,12.023730037650072,0.23399075552108464,-0.06195580050984516,0.21612369599853468,2.530707359313965,1.0,0.0
5000.0,9.0,8.0,500.0,4.610182770607921,1.8245967626571655,0.0008612629608251154,0.7236508131027222,8.471435285173357e-05,1.0,1.0,1.0,-4.576741695404053,3.4927003383636475,3.7613954544067383,0.020024921745061874,9.607941627502441,9.590290069580078,10.47915676518214,0.39135159404063696,-0.07001757791814364,0.3139432915488747,2.6026179790496826,1.0,0.0
5200.0,10.0,62.0,200.0,1.4440172894450851,1.6357369422912598,0.0009886485058814287,0.5347344875335693,1.3778449101664592e-05,1.0,1.0,1.0,5.254728317260742,3.4380927085876465,3.2680134773254395,0.0026937811635434628,9.457881927490234,9.460762977600098,9.426815322358745,0.6327272933000807,0.07978117111197508,0.40150746026688533,0.5456699728965759,1.0,0.0
5400.0,10.0,262.0,400.0,1.4839694157919348,1.8796186447143555,0.0010586905991658568,0.7785515785217285,8.354468263860326e-06,1.0,1.0,1.0,-43.193546295166016,4.75870943069458,4.404862880706787,0.020226087421178818,11.301493644714355,10.674530029296875,10.287739363471651,0.2954567136891692,0.25012390324617384,0.23666530675113057,0.5485195517539978,1.0,0.0
5500.0,10.0,362.0,500.0,1.502977801520811,1.54368257522583,0.000869654817506671,0.4426884055137634,0.0001245412859134376,1.0,1.0,1.0,2.56132435798645,3.18453311920166,4.27706241607666,0.028085442259907722,12.23578929901123,11.963146209716797,11.246618368014389,0.28516994617635044,0.3199360767545435,0.27126226573121376,0.5545578002929688,1.0,0.0
5600.0,11.0,1.0,100.0,1.5217073335845606,1.5198529958724976,0.000876967387739569,0.41896113753318787,1.4885403288644738e-05,1.0,1.0,1.0,-31.097213745117188,3.52445125579834,3.754485607147217,0.0036968491040170193,13.988239288330078,13.247292518615723,12.495213358809742,0.28950156368558566,0.4081159867943462,0.30320840101285745,0.557118833065033,1.0,0.0
5800.0,11.0,1.0,300.0,1.5596347467249876,1.9644924402236938,0.0008678477024659514,0.8635874390602112,3.706699135364033e-05,1.0,1.0,1.0,34.85658645629883,3.3784875869750977,3.9304676055908203,0.0010106884874403477,15.804916381835938,15.846806526184082,14.961496678664378,0.22260435038272305,0.3372289919000798,0.2788583828311546,0.545201301574707,1.0,0.0
6000.0,11.0,1.0,500.0,1.5962175230223528,1.9172122478485107,0.0007754042744636536,0.8163659572601318,7.092235318850726e-05,1.0,1.0,1.0,6.45379638671875,3.9680163860321045,4.307283401489258,0.04229051619768143,17.087421417236328,17.003250122070312,16.718740840655972,0.15103564104259437,0.12670771695759211,0.2208860398259487,0.54351407289505,1.0,0.0
6200.0,12.0,0.0,200.0,1.6315781846241542,1.640097975730896,0.0007674313383176923,0.5392993688583374,3.1146137189352885e-05,1.0,1.0,1.0,50.093605041503906,4.592574119567871,3.8108620643615723,0.00023654793039895594,16.550979614257812,16.903661727905273,16.919569345524234,0.14616349490672703,0.007094162146245634,0.18862797331932687,0.5451440215110779,1.0,0.0
6400.0,12.0,0.0,400.0,1.66670999571322,1.4884076118469238,0.0007327342173084617,0.3875817358493805,9.320423123426735e-05,1.0,1.0,1.0,-5.092329978942871,3.805830955505371,3.0277929306030273,0.033004194498062134,16.364938735961914,16.391780853271484,16.567157495247304,0.13675264379598112,-0.06804066760012414,0.17046857758160458,0.5439662337303162,1.0,0.0
6500.0,12.0,0.0,500.0,1.683263797223578,1.84098219871521,0.0007997931097634137,0.7398529052734375,0.0003294837079010904,1.0,1.0,1.0,-30.281471252441406,4.923586845397949,3.935500383377075,0.03261762112379074,16.316547393798828,16.1729736328125,16.325155383044848,0.12819687957544681,-0.03259576641392066,0.15951216657428957,0.5408107042312622,1.0,0.0
6600.0,13.0,1.0,100.0,1.6997581950599983,1.7534215450286865,0.0007347087375819683,0.652637243270874,4.971924136043526e-05,1.0,1.0,1.0,15.465782165527344,3.3173208236694336,3.7609522342681885,0.0030956168193370104,15.429733276367188,15.60499382019043,15.925502673211176,0.13803598151755855,-0.09519980626179568,0.15372676310330094,0.5427777767181396,1.0,0.0
6800.0,13.0,1.0,300.0,1.7338105286857073,1.6365797519683838,0.0006564764771610498,0.5357657670974731,0.00015740367234684527,1.0,1.0,1.0,-12.04154109954834,2.579580545425415,3.2034101486206055,0.0046713873744010925,14.27250862121582,14.299519538879395,14.818980957459534,0.13453311938352913,-0.10122794393759332,0.13007905689503346,0.5419610738754272,1.0,0.0
7000.0,13.0,1.0,500.0,1.7667406728763089,1.6601300239562988,0.000532198348082602,0.5595324635505676,6.528652738779783e-05,1.0,1.0,1.0,6.27895975112915,2.738776445388794,3.379589080810547,0.004179580137133598,13.280558586120605,13.366658210754395,13.729233561081715,0.12230572958731384,-0.07312058398537652,0.09862858050628436,0.542087972164154,1.0,0.0
7200.0,14.0,0.0,200.0,1.798079018712926,1.2539823055267334,0.0003770602052100003,0.1535627245903015,4.2504656448727474e-05,1.0,1.0,1.0,23.70108413696289,2.4213132858276367,2.254917621612549,0.024057140573859215,11.501493453979492,11.685437202453613,12.43140003233939,0.14070419753580235,-0.11067664412564952,0.10536309340372002,0.5423834919929504,1.0,0.0
7400.0,14.0,0.0,400.0,1.8288304807745943,1.6842334270477295,0.0006075187120586634,0.5834156274795532,0.00021023149020038545,1.0,1.0,1.0,-6.340596675872803,2.1535849571228027,3.1207003593444824,0.0029801451601088047,10.209039688110352,10.260127067565918,10.867685821902795,0.14379399008403185,-0.0760815329511168,0.07912488079292353,0.5406025648117065,1.0,0.0
7500.0,14.0,0.0,500.0,1.842717282824318,1.5958621501922607,0.0005869352025911212,0.4952508807182312,2.4262270017061383e-05,1.0,1.0,1.0,51.617733001708984,2.7611911296844482,3.499450206756592,0.044111840426921844,9.673683166503906,9.895304679870605,10.239181710320468,0.14945137588297727,-0.06447983504830723,0.07974599783893567,0.5420448780059814,1.0,0.0
7600.0,15.0,1.0,100.0,1.856265034120383,1.6959877014160156,0.0005876697832718492,0.5952720642089844,0.0001279872376471758,1.0,1.0,1.0,23.16700553894043,2.6653716564178467,3.395535945892334,0.0017522763228043914,9.192633628845215,9.321521759033203,9.7192083686575,0.1466234281807662,-0.06023846534214332,0.0789537630886523,0.5418676137924194,1.0,0.0
